variable,description,detail,allowedSuffix,ValueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
ACS_14_Ch_PRE,"ACS child self-report at PRE timepoint, question 14","It is easy for me to read or write, while I am also talking to someone on the telephone*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_15_Ch_PRE,"ACS child self-report at PRE timepoint, question 15",I have trouble to have two conversations at the same time,NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_16_Ch_PRE,"ACS child self-report at PRE timepoint, question 16",I find it difficult to come up quickly with new ideas,NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_17_Ch_PRE,"ACS child self-report at PRE timepoint, question 17","After being interrupted or distracted, I can easily shift my attention back to what I was doing before*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_18_Ch_PRE,"ACS child self-report at PRE timepoint, question 18","When I am daydreaming or having distracting thoughts, it is easy for me to switch back to the work I have to do*",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_19_Ch_PRE,"ACS child self-report at PRE timepoint, question 19",It is easy for me to switch back and forth between two different tasks*,NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_20_Ch_PRE,"ACS child self-report at PRE timepoint, question 20","I find it difficult to let go my own way of thinking about something, and to look at it in a different way",NA,Likert/catagorical,"1,2,3,4","1, Almost never | 2, Sometimes | 3, Often | 4, Always",NA,1,NA,direct
ACS_Rv04_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 4",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv05_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 5",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv09_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 9",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv10_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 10",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv13_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 13",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv14_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 14",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv17_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 17",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv18_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 18",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_Rv19_Ch_PRE,"ACS reverse scored child self-report at PRE timepoint, question 19",NA,NA,Likert/catagorical,"1,2,3,4",NA,NA,1,NA,code
ACS_total_Ch_PRE,ACS total attentional control score at timepoint PRE,Higher scores are indicative of lower levels of attentional control.,NA,Integer,"[0,80]",NA,NA,1,NA,code
ACS_attnFocus_Ch_PRE,ACS attentional focusing score at timepoint PRE,"Items 1, 2, 3, 4 (R), 5 (R), 6, 7, 8, and 9 (R)",NA,Integer,"[0,36]",NA,NA,1,NA,code
ACS_attnShift_Ch_PRE,ACS attentional shifting score at timepoint PRE,"Items 10 (R), 11, 12, 13 (R), 14 (R), 15, 16, 17 (R), 18 (R), 19 (R), and 20 ",NA,Integer,"[0,44]",NA,NA,1,NA,code
finaldx1_PRE,final pre diagnosis 1,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
finaldx2_PRE,final pre diagnosis 2,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
finaldx3_PRE,final pre diagnosis 3,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
finaldx4_PRE,final pre diagnosis 4,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
finaldx5_PRE,final pre diagnosis 5,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
finaldx6_PRE,final pre diagnosis 6,NA,NA,Integer,"[0,26]","1, Separation Anxiety Disorder | 2, Social Phobia | 3, Specific Phobia | 4, Panic Disorder | 5, Panic Disorder with Agorophobia | 6, Agorophobia without Panic | 7, Generalized Anxiety Disorder | 8, Overanxious Disorder | 9, Obsessive Compulsive Disorder | 10, Posttraumatic Stress Disorder | 11, Dysthymia | 12, Major Depression | 13, Attention Deficit Hyperactivity Disorder (Innatentive Type) | 14, Attention Deficit Hyperactivity Disorder (Hyperactive type) | 15, Attention Deficit Hyperactivity Disorder (Combined Type) | 16, Conduct Disorder | 17, Oppositional Defiant Disorder | 18, Selective Mutism | 19, Enuresis | 20, Sleep Terror Disorders | 21, Substance Abuse | 22, Schizophrenia | 23, Trichollomania | 24, NO DX | 25, not available | 26, Tourrette's Syndrome",NA,1,NA,direct
childmedpre,is child currently on medication,NA,NA,Integer,"0,1","0, no medication | 1, yes medication",NA,1,NA,direct
med1_name,name of med 1,NA,NA,Char,NA,NA,NA,1,NA,direct
med1_dosage,dosage of med 1 in mgs,NA,NA,Numeric,"[0,inf]",NA,NA,1,NA,direct
med1_length,legnth of time taking med 1,NA,NA,Numeric,"[1,5]","1, less than 4 wks | 2, less than 8 wks | 3, 8 weeks or more | 4, less than 12 wks | 5, 12 wks or more",NA,1,NA,direct
med1_change,has there been a change of dosage for med 1 in last 4 wks?,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
med1_stopped,has your child stopped taking med 1,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
med2_name,name of med 2,NA,NA,Char,NA,NA,NA,1,NA,direct
med2_dosage,dosage of med 2 in mgs,NA,NA,Numeric,"[0,inf]",NA,NA,1,NA,direct
med2_length,legnth of time taking med2,NA,NA,Numeric,"[1,5]","1, less than 4 wks | 2, less than 8 wks | 3, 8 weeks or more | 4, less than 12 wks | 5, 12 wks or more",NA,1,NA,direct
med2_change,has there been a change of dosage for med2 in last 4 wks?,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
med2_stopped,has your child stopped taking med2,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
med3_name,name of med 3,NA,NA,Char,NA,NA,NA,1,NA,direct
med3_dosage,dosage of med 3 in mgs,NA,NA,Numeric,"[0,inf]",NA,NA,1,NA,direct
med3_length,legnth of time taking med3,NA,NA,Numeric,"[1,5]","1, less than 4 wks | 2, less than 8 wks | 3, 8 weeks or more | 4, less than 12 wks | 5, 12 wks or more",NA,1,NA,direct
med3_change,has there been a change of dosage for med3 in last 4 wks?,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
med3_stopped,has your child stopped taking med3,NA,NA,Integer,"0,1","0, no | 1, yes ",NA,1,NA,direct
stim_meds_PRE,Stimulant medication status,NA,NA,Integer,"0,1","0, not taking stimulants | 1, taking stimulants",NA,1,NA,code
